idea,descripcion,edad minima,edad maxima,nivel dificuldad,componentes
Dribling Sónico,"Sin balón, pero con ritmo. Haz el gesto de botar una pelota de baloncesto. El sensor detectará la inclinación hacia el suelo y reproducirá el sonido del bote. Los estudiantes pueden competir para ver quién hace más botes por minuto.",8,12,2,"Inclination, Musical Drum"
Alarma Anti-Siesta,"¡Diseña una gorra inteligente para no dormirte en clase! Si la cabeza se inclina hacia adelante (te estás quedando dormido), el dispositivo activará una secuencia de batería ruidosa para despertarte. Una forma divertida de aprender sobre umbrales de sensores.",10,14,2,"Inclination, Musical Drum"
La Olla de la Bruja,"Eres una bruja o un mago preparando una poción. Debes inclinar el dispositivo describiendo círculos (como removiendo una olla). Si el movimiento es fluido y circular, sonará un ritmo mágico constante. Si paras, la poción (y la música) se arruina.",7,10,2,"Inclination, Musical Drum"
La Caja Fuerte Musical,"Eres un ladrón de guante blanco intentando abrir una caja fuerte. Inclina el dispositivo muy despacio. Escucharás un golpeteo que se acelera a medida que te acercas al ángulo secreto. ¡Cuando aciertes el ángulo exacto, sonará un 'clic' de apertura!",11,15,3,"Inclination, Musical Drum"
Duelo de Espadas Sonoras,"Coreografía una lucha de espadas. Un movimiento rápido de corte (inclinación lateral veloz) hace sonar un efecto de aire, mientras que detener el dispositivo en seco (bloqueo) hace sonar un choque de metales. Ideal para teatro o juegos de rol.",8,12,2,"Inclination, Musical Drum"
Remando en el Río,"¡Todos a remar! Siéntate en el suelo e inclínate hacia atrás y hacia adelante como si remaras. Al ir hacia atrás (fuerza), sonará un bombo fuerte. Debes mantener el ritmo con tus compañeros para que el barco virtual avance suavemente.",7,10,1,"Inclination, Musical Drum"
Coreógrafo de Robots,"Programa los pasos de baile de un robot. Inclinar Arriba añade un 'Hi-Hat', Abajo un 'Bombo', Izquierda una 'Caja'. Los estudiantes deben crear una secuencia de movimientos para componer un ritmo de hip-hop completo.",10,14,3,"Inclination, Musical Drum"
Galope en la Pradera,"Sujeta las riendas y galopa. Mueve el dispositivo con un rebote rítmico. El sensor detectará la oscilación constante y reproducirá el sonido de cascos de caballo (usando bloques de madera o toms). Si paras, el caballo se detiene.",6,9,1,"Inclination, Musical Drum"
Pinball Humano,"Conviértete en una máquina de Pinball. Debes reaccionar rápido. Cuando el profesor diga '¡Izquierda!', inclinas a la izquierda y suena el 'Flipper L'. Si dice '¡Derecha!', suena el 'Flipper R'. Un juego de reflejos auditivos y motores.",8,11,1,"Inclination, Musical Drum"
Día de Pesca,"Lanza la caña lo más lejos posible. Primero inclina atrás para coger impulso, y luego lanza rápido hacia adelante. Al final del movimiento, sonará un 'Splash' (platillo y tom) indicando que el anzuelo ha caído en el agua.",9,13,2,"Inclination, Musical Drum"
Trucos de Skate,"Usa el dispositivo como un monopatín de dedos (Fingerboard). Intenta hacer un 'Flip' (girar el dispositivo sobre sí mismo). Si el sensor detecta que se ha puesto boca abajo y ha vuelto a la normalidad, sonará una fanfarria de victoria.",10,14,3,"Inclination, Musical Drum"
El Violín Invisible del Futuro,"¡Conviértete en un virtuoso sin tocar una sola cuerda! Programa tu dispositivo para que actúe como un violín futurista. Deberás mapear el ángulo de inclinación lateral de tu mano para seleccionar la nota musical exacta. ¿Podrás tocar 'Estrellita, dónde estás' solo moviendo tu muñeca?",10,14,2,"Inclination, Musical Keyboard"
Misión: Estabilizar el Reactor,"El núcleo del reactor es inestable y debes mantenerlo perfectamente nivelado para evitar una fusión. Crea un programa que emita un sonido suave y agradable cuando el dispositivo esté plano, pero que toque notas de alarma agudas si detecta cualquier inclinación peligrosa.",8,12,1,"Inclination, Musical Keyboard"
La Orquesta de Trombones Digitales,"Únete a la banda digital creando tu propio trombón. Usarás el sensor de inclinación para imitar el movimiento de la vara. Cuanto más estires el brazo (inclines el dispositivo hacia adelante), más grave será el sonido. ¡Intenta sincronizarte con tus compañeros!",11,15,2,"Inclination, Musical Keyboard"
El Ladrón de Guante Blanco,"Estás frente a una caja fuerte antigua. Para abrirla, no necesitas un estetoscopio, ¡necesitas código! Gira (inclina) el dial de la caja fuerte lentamente. Programa el sistema para que toque una nota aguda solo cuando encuentres el ángulo secreto (por ejemplo, exactamente 45 grados).",12,16,3,"Inclination, Musical Keyboard"
Sismógrafo Musical,"Construye un dispositivo que vigile la tierra. Si todo está en calma, el silencio reina. Pero si detecta un movimiento brusco (un cambio rápido en la inclinación), debe tocar un acorde dramático y grave de piano para alertar a la ciudad sobre el terremoto.",9,13,2,"Inclination, Musical Keyboard"
Gran Premio a Ciegas,"Diseña un volante para un coche de carreras invisible. El reto es guiar al conductor usando solo sonido. Si inclinas el volante a la izquierda, debe sonar una nota grave; a la derecha, una nota aguda. El conductor debe mantener el coche recto (silencio) para ganar.",10,14,2,"Inclination, Musical Keyboard"
Academia de Hechicería: Clase de Encantamientos,¡Leviosa! Convierte tu dispositivo en una varita mágica. Tu tarea es programar un 'arpegio mágico' (una sucesión rápida de notas) que se active solo cuando realices el gesto correcto de levantar la varita hacia el cielo.,8,11,1,"Inclination, Musical Keyboard"
Invocador de Lluvia Digital,"Recrea el sonido relajante de la lluvia. Programa el dispositivo para que, cuando lo inclines verticalmente, toque una cascada de notas de piano aleatorias y rápidas, simulando gotas de agua cayendo a través de un tubo.",11,15,3,"Inclination, Musical Keyboard"
El Guardián de la Espalda Recta,"Ayuda a tus amigos a mantener una buena postura. Crea un código que monitoree la inclinación. Si detecta que el usuario se está encorvando más de 30 grados, debe tocar una secuencia de notas repetitivas y molestas hasta que se ponga recto de nuevo.",10,14,2,"Inclination, Musical Keyboard"
Escalando la Montaña Eterna,"Imagina que estás escalando una montaña que nunca termina. Mientras mantengas tu dispositivo inclinado hacia arriba, el teclado debe tocar una escala musical que nunca se detiene, subiendo nota tras nota. Si lo nivelas, la escalada se detiene.",12,16,3,"Inclination, Musical Keyboard"
El Parque de Juegos Musical,"Vamos a sonorizar un columpio. Programa el sistema para que detecte el ángulo de balanceo. En el punto más bajo (0 grados), debe sonar una nota base. A medida que el columpio sube (inclinación aumenta), las notas deben hacerse más agudas, creando una melodía oscilante.",9,13,2,"Inclination, Musical Keyboard"
La Brújula de los Sentimientos,"Crea una brújula emocional. Si inclinas al Norte (adelante), toca un acorde Mayor alegre. Al Sur (atrás), un acorde Menor triste. Izquierda y Derecha pueden ser acordes de suspenso. ¡Úsalo para musicalizar una historia en tiempo real!",10,14,1,"Inclination, Musical Keyboard"
Invasión Alienígena: El Comunicador,"Los alienígenas no hablan, ¡se comunican con tonos deslizantes! Construye un instrumento extraño donde inclinar a los lados cambie la nota musical suavemente, permitiéndote enviar mensajes interestelares codificados.",13,17,3,"Inclination, Musical Keyboard"
Baila para que Suene,"¡Al revés que el juego de las sillas! Aquí la música solo suena si tú te mueves. Programa el sensor para detectar cambios constantes en la inclinación. Si dejas de bailar (el sensor se estabiliza), el piano se calla y pierdes puntos de 'energía'.",8,12,2,"Inclination, Musical Keyboard"
Transportista de Mercancía Frágil,"Eres el conductor de un camión que lleva cristales valiosos. Programa una alarma de seguridad: si tu 'camión' (el dispositivo) se inclina más de 20 grados en una curva, debe sonar una nota repetitiva de piano ('Ding! Ding!') para avisarte que corrijas el rumbo.",9,12,1,"Inclination, Musical Keyboard"
Batalla de DJs: El Mezclador Humano,"¡Tú eres la mesa de mezclas! Inclina tu cuerpo a la izquierda para que suene un ritmo de bajos en el teclado, e inclínate a la derecha para cambiar a una melodía aguda. Encuentra el punto medio para mezclar ambos estilos.",11,15,2,"Inclination, Musical Keyboard"
El Arpa de Cristal Encantada,"Imagina cuerdas invisibles flotando en el aire frente a ti. Programa tu dispositivo para que, al barrer el aire de izquierda a derecha (cambiando la inclinación X), toque una secuencia fluida de notas, como si tus dedos estuvieran acariciando un arpa mágica.",10,14,3,"Inclination, Musical Keyboard"
El Detector de Verdades Ocultas,"Crea una máquina de broma para detectar mentiras. Haz una pregunta a un amigo. Tú controlas secretamente el resultado: si inclinas sutilmente el dispositivo a la derecha, la máquina tocará un tono grave de 'MENTIRA'. Si lo mantienes plano, tocará un tono agudo de 'VERDAD'.",9,13,1,"Inclination, Musical Keyboard"
Lanzamiento de Cohetes Musicales,"Prepara el lanzamiento. Inclina el dispositivo hacia atrás lentamente para simular la carga de combustible (notas que suben de tensión). Cuando estés listo, haz un movimiento rápido hacia adelante para 'despegar' con un acorde final triunfante.",10,14,2,"Inclination, Musical Keyboard"
La Vieja Caja de Música,"Has encontrado una caja de música oxidada. Para que suene la melodía, necesitas 'darle cuerda' girando el dispositivo en círculos. Programa la lógica para que la siguiente nota de la canción solo suene si la inclinación cambia en un patrón circular continuo.",12,16,3,"Inclination, Musical Keyboard"
El Guardián de los Sueños,"¡Ayuda a los niños a dormir sin miedo! Programarás un compañero nocturno que detecta cuando se hace de noche. Si la habitación está oscura, tu 'Guardián' encenderá una luz suave y cálida automáticamente. Si sale el sol o encienden la luz principal, el Guardián descansará apagándose para ahorrar energía mágica.",7,10,1,"Lamp, Light Intensity"
La Trampa del Ladrón de Galletas,"¿Alguien está robando tus galletas? Construye una alarma visual para tu tarro de galletas. El dispositivo esperará en la oscuridad dentro del tarro. En el momento en que alguien destape el tarro y entre luz, la lámpara parpadeará en rojo intenso para delatar al ladrón in fraganti.",9,12,2,"Lamp, Light Intensity"
La Luciérnaga Inteligente,"Crea una luciérnaga biónica que quiere mantener el bosque siempre iluminado. Tu misión es programarla para que, cuanto más se oscurezca el día, más fuerte brille su luz. Deberás usar matemáticas para invertir el valor: si hay poca luz solar, habrá mucha luz de lámpara.",11,14,3,"Lamp, Light Intensity"
El Girasol Electrónico Feliz,"Las plantas necesitan sol para comer, pero no pueden hablar. ¡Tú serás su voz! Diseña un dispositivo que se coloque junto a una planta. Si recibe mucha luz, la lámpara brillará en verde (planta feliz). Si está en la sombra y tiene hambre, la luz se pondrá roja para pedir ayuda.",8,11,1,"Lamp, Light Intensity"
Comunicador Espía de Luz,"Eres un agente secreto enviando mensajes a tu base. Usa una linterna para enviar señales al sensor. Programa la base para que, cada vez que detecte un 'flash' de luz de tu linterna, la lámpara del sistema cambie de color para confirmar que recibió el código secreto.",10,13,2,"Lamp, Light Intensity"
Ingeniero de la Ciudad Ecológica,La ciudad gasta mucha electricidad y el alcalde necesita tu ayuda. Debes programar las farolas de la calle para que sean inteligentes. No deben encenderse de golpe; deben aumentar su brillo poco a poco a medida que el sol se pone. ¡Salva el planeta ahorrando energía!,12,15,3,"Lamp, Light Intensity"
El Pez Linterna del Abismo,"Vamos a sumergirnos en lo más profundo del océano donde no llega el sol. Eres un Pez Linterna. Debes programar tu señuelo (la lámpara) para que solo se encienda cuando esté totalmente oscuro. Si hay algo de luz, debes esconderte y apagar tu luz para no ser visto por depredadores.",7,9,1,"Lamp, Light Intensity"
El Búho Bibliotecario,"Leer en la oscuridad daña tus ojos. Crea un asistente inteligente con forma de búho. Si intentas leer tu libro favorito bajo las sábanas o con poca luz, el Búho lo notará y encenderá automáticamente su luz de lectura para cuidar tu vista. ¡Lectura segura siempre!",9,12,2,"Lamp, Light Intensity"
