idea,descripcion,edad minima,edad maxima,nivel dificuldad,componentes
Exploradores de la Cueva del Eco,"Adéntrate en una cueva oscura. Inclina el dispositivo a la izquierda para ir al lago subterráneo o a la derecha para ver los murciélagos. ¡Prueba a gritar 'HOLA'! Si el sensor de ruido te escucha, la cueva te responderá con un eco misterioso.",10,13,3,"Audio Player, Inclination, Noise Level"
La Flauta Mágica Invisible,Crea un instrumento musical que no se toca con los dedos. Inclina el dispositivo para cambiar la nota musical (agudo o grave) y sopla fuerte cerca del micrófono para que suene más fuerte. ¡Compón tu propia melodía!,11,14,3,"Audio Player, Inclination, Noise Level"
Simulacro de Emergencia Científica,"Vamos a simular un laboratorio sísmico. Programa el dispositivo para detectar un 'terremoto' (sacudidas/inclinación rápida). Si además detecta pánico (mucho ruido), debe activar el altavoz con instrucciones de calma y seguridad.",12,15,2,"Audio Player, Inclination, Noise Level"
Mamá Dragón y el Huevo,"Tienes un huevo de dragón a punto de nacer. Debes mantenerlo muy quieto (sin inclinar) y hablarle con suavidad para animarlo a salir. Si lo haces bien, escucharás el cascarón rompiéndose. Si gritas o lo mueves, el dragón se asustará.",8,10,2,"Audio Player, Inclination, Noise Level"
El Entrenador Personal Robótico,"¡Ponte en forma! Sujeta el dispositivo contra tu pecho. Cuando hagas una sentadilla (cambies la inclinación) y cuentes en voz alta '¡UNO!', el entrenador robótico tocará una fanfarria de victoria. ¡Intenta llegar a diez!",11,14,2,"Audio Player, Inclination, Noise Level"
La Bomba Musical Sensible,"Pasa el dispositivo a tus amigos en círculo mientras suena la música. ¡Pero cuidado! Es muy sensible. Si lo inclinas demasiado rápido al pasarlo o si alguien se ríe muy fuerte, la música parará y la 'bomba' explotará (sonido de explosión).",9,12,2,"Audio Player, Inclination, Noise Level"
Comunicador Intergaláctico,"Eres un embajador en Marte. Inclina el dispositivo hacia la izquierda para hablar 'Marciano' o a la derecha para 'Jupiteriano'. Cuando hables al micrófono, el dispositivo 'traducirá' tu voz reproduciendo sonidos extraños de alienígenas.",8,11,1,"Audio Player, Inclination, Noise Level"
El Constructor Ciego,"Ayuda a construir una torre recta sin mirar. El dispositivo emitirá un sonido que se vuelve más agudo si la torre (el dispositivo) se está cayendo (inclinando). Si tus compañeros de obra hacen mucho ruido, el sonido se hará más fuerte para que lo oigas.",12,15,3,"Audio Player, Inclination, Noise Level"
La Caja Embrujada,"Prepara una broma para Halloween. Esconde el dispositivo en una caja de dulces. Si alguien intenta levantar la caja (inclinación) intentando no hacer ruido (silencio), ¡BUUU! Sonará un grito fantasmal para asustarlo.",10,13,2,"Audio Player, Inclination, Noise Level"
Maestro de la Filarmónica,Toma la batuta. Sube el dispositivo (inclinación hacia arriba) para que la orquesta toque 'fortissimo' (fuerte) o bájalo para 'pianissimo' (suave). Da un golpe fuerte o un zapatazo (ruido) para dar el golpe final de la sinfonía.,11,14,2,"Audio Player, Inclination, Noise Level"
Misión Imposible: El Mensaje Secreto,"Tienes un mensaje secreto que escuchar. Pero el dispositivo solo lo reproducirá si estás tumbado en el suelo (inclinación plana) y no hay ni un solo ruido a tu alrededor. Si alguien habla, el mensaje se autodestruye (se detiene).",9,12,2,"Audio Player, Inclination, Noise Level"
Torneo de Pesca Deportiva,"¡Vamos a pescar! Inclina el dispositivo hacia adelante para lanzar el anzuelo. Espera en silencio... cuando la app haga un sonido de '¡CHPLOF!', tira rápidamente hacia atrás (inclinación) para recoger el sedal y capturar al pez.",10,13,3,"Audio Player, Inclination, Noise Level"
La Máquina de la Verdad,"Interroga a tus amigos. Diles que sostengan el dispositivo y respondan una pregunta. Si les tiembla la mano (inclinación inestable) o hablan demasiado alto (ruido) por los nervios, la máquina gritará '¡MENTIROSO!'.",11,14,2,"Audio Player, Inclination, Noise Level"
El DJ del Futuro: Mezcla con Gravedad,"Conviértete en un DJ superestrella. Programa tu dispositivo para que al inclinarlo hacia adelante la música se acelere, y hacia atrás se ralentice. Usa el interruptor para soltar un efecto de sonido explosivo en el momento perfecto de la fiesta.",10,14,2,"Audio Player, Inclination, Switch"
Gran Premio de Fórmula Sonido,"Diseña el volante de tu propio coche de carreras. Al girarlo a la izquierda o derecha, el sonido del motor debe cambiar de altavoz para simular el movimiento. ¡No olvides programar el interruptor para pitarle a los coches lentos!",8,12,1,"Audio Player, Inclination, Switch"
Academia de Magia: El Hechizo Perfecto,"Eres un aprendiz de mago. Para lanzar el hechizo 'Leviosa', debes inclinar tu varita hacia arriba exactamente a 45 grados. Solo entonces, al presionar el botón mágico, se escuchará el encantamiento exitoso.",9,13,2,"Audio Player, Inclination, Switch"
El Guardián del Tesoro Secreto,"Protege tu diario o tu caja de ahorros. Crea un sistema que, al activar el interruptor de 'Vigilancia', detecte si alguien intenta mover o inclinar tu objeto. Si lo hacen, ¡debe sonar una sirena policial a todo volumen!",10,15,2,"Audio Player, Inclination, Switch"
El Equilibrista en las Alturas,"Imagina que caminas por una cuerda floja. Debes mantener tu dispositivo perfectamente plano. Si te inclinas a un lado, escucharás el viento soplar fuerte; si no corriges rápido, caerás. Usa el botón para intentar cruzar de nuevo.",8,12,1,"Audio Player, Inclination, Switch"
Capitán de Vuelo: Despegue Inminente,Toma el control de un jet comercial. Activa la señal de cinturones con el interruptor y luego tira de la palanca (inclina el dispositivo hacia atrás) para aumentar la potencia de los motores auditivos y elevarte hacia las nubes.,9,13,2,"Audio Player, Inclination, Switch"
El Constructor Ciego: Paredes Rectas,"Ayuda a un constructor que no puede ver a saber si una estantería está recta. Programa la herramienta para que haga un sonido agudo continuo si está inclinada, y diga '¡Perfecto!' solo cuando esté totalmente plana al presionar el botón de verificación.",11,15,3,"Audio Player, Inclination, Switch"
Violín Espacial Invisible,Crea un instrumento musical futurista que no necesita cuerdas. Mantén presionado el botón para activar el arco láser y mueve el dispositivo en el aire. La inclinación cambiará las notas musicales. ¿Puedes tocar una melodía sencilla?,12,16,3,"Audio Player, Inclination, Switch"
Robo-Consejero: El Oráculo Binario,"Construye un robot que responda preguntas. Hazle una pregunta, presiona su nariz (interruptor) e inclínalo sutilmente: hacia adelante para que diga 'Sí' y hacia atrás para que diga 'No'. Úsalo para hacer trucos de magia a tus amigos.",8,11,1,"Audio Player, Inclination, Switch"
Torneo de Pesca en Alta Mar,"Estás en un bote. El sonido del mar es relajante. Cuando sientas que el pez pica (presiona el botón), debes tirar de la caña hacia atrás (inclinar rápido) para sacarlo del agua y escuchar el sonido de victoria.",10,14,2,"Audio Player, Inclination, Switch"
Entrenador Personal de Bolsillo,"¡Ponte en forma! Programa tu dispositivo para sujetarlo en tu pecho. Cuando hagas una sentadilla y tu cuerpo se incline correctamente, el dispositivo te animará con un '¡Uno más!'. Usa el botón para empezar una nueva serie.",12,16,2,"Audio Player, Inclination, Switch"
Caballero Galáctico: Duelo de Sables,"Construye tu propia espada de luz. Al encender el interruptor, debe sonar el zumbido de energía. Si agitas la espada fuertemente (cambio rápido de inclinación), debe sonar como si chocara contra otra espada. ¡Que la fuerza te acompañe!",8,13,2,"Audio Player, Inclination, Switch"
Murciélago Ciego: Ecolocalización,"Estás atrapado en una cueva oscura. Usa tu dispositivo como un sonar. Activa el interruptor y barre el área inclinando el dispositivo. Los sonidos graves indican camino libre, los agudos indican paredes cercanas. ¡Encuentra la salida!",11,15,3,"Audio Player, Inclination, Switch"
Master Chef: ¡Saltea esos Vegetales!,"Convierte tu dispositivo en una sartén caliente. Enciende la estufa con el interruptor (sonido de aceite friendo). Para ganar puntos, debes hacer el gesto de 'saltear' la comida inclinando la sartén hacia arriba rápidamente sin que se caiga nada.",9,12,1,"Audio Player, Inclination, Switch"
Motocross Extremo: Acelerador a Fondo,"Siente la adrenalina. Gira la llave (interruptor) para encender tu moto. Ahora, inclina el dispositivo hacia atrás como si fuera el puño del acelerador. Cuanto más lo inclines, más agudo y rápido debe sonar el motor.",10,14,2,"Audio Player, Inclination, Switch"
Escuadrón Antibombas: Pulso de Acero,"El reloj corre (tic-tac, tic-tac). Tienes que llevar el explosivo a una zona segura sin que tiemble tu mano. Si la inclinación cambia bruscamente, ¡BOOM! Si logras mantenerlo estable, presiona el interruptor para desactivarla.",10,14,3,"Audio Player, Inclination, Switch"
El Explorador del Norte Magnético,"Crea una herramienta de navegación que no necesite ojos. Mantén presionado el botón y gira sobre ti mismo. El dispositivo debe quedarse en silencio excepto cuando apuntes exactamente al Norte (inclinación/orientación específica), donde emitirá un sonido de campana.",11,15,2,"Audio Player, Inclination, Switch"
Cuentos de la Cripta Giratoria,"Escribe una historia de terror donde tú decides el final. El audio te preguntará: '¿Entras a la cueva o huyes?'. Inclina a la izquierda para entrar, a la derecha para huir, y presiona el botón para confirmar tu destino y escuchar qué sucede.",9,13,2,"Audio Player, Inclination, Switch"
La Nana Automática Inteligente,"Inventa un dispositivo para ayudar a los padres. Si el bebé se mueve en la cuna (detectado por cambios en la inclinación), el sistema debe tocar automáticamente una canción de cuna suave. Usa el interruptor para apagarlo cuando el bebé despierte.",10,14,2,"Audio Player, Inclination, Switch"
Cazafantasmas: Sintonizando el Más Allá,"Busca señales paranormales en tu habitación. Inclina el dispositivo lentamente para 'sintonizar' la frecuencia correcta a través del ruido estático. Cuando escuches una voz clara entre el ruido, ¡presiona rápidamente el interruptor para atrapar al fantasma!",8,12,1,"Audio Player, Inclination, Switch"
El DJ Galáctico,"¡Conviértete en el DJ de una fiesta espacial! Los estudiantes programarán un controlador donde al inclinar la placa hacia la derecha, la música se acelera (como un viaje warp), y al inclinarla a la izquierda, se ralentiza. El botón táctil lanzará efectos láser para animar a la multitud alienígena.",10,14,2,"Audio Player, Inclination, Touch Button"
Aventura en el Autobús Mágico,Crea una historia interactiva donde eres el conductor. El audio narra: '¿Vamos al bosque (izquierda) o a la playa (derecha)?'. Los niños deben inclinar la placa para decidir. El botón sirve como acelerador para confirmar la decisión y reproducir el sonido del motor viajando al nuevo destino.,8,11,1,"Audio Player, Inclination, Touch Button"
Constructor de Pirámides,"Ayuda a los antiguos egipcios a colocar las piedras perfectamente rectas. Si la piedra (el dispositivo) está inclinada, el audio reproduce un sonido de 'deslizamiento' peligroso. Si está perfectamente plana (inclinación 0), y presionas el botón para 'colocarla', suena una fanfarria de éxito.",9,12,2,"Audio Player, Inclination, Touch Button"
Escuela de Aviación: Piloto de Drones,"Los estudiantes programan un dron de rescate. Al inclinar hacia adelante, el dron 'baja' (el sonido del motor se hace más grave), y hacia atrás 'sube' (más agudo). El botón táctil se usa para soltar el paquete de ayuda con un sonido de paracaídas.",10,13,2,"Audio Player, Inclination, Touch Button"
El Tesoro del Pirata Barbanegra,"Para abrir el cofre del tesoro, debes girar el candado (inclinar el dispositivo) hasta escuchar un 'clic' diferente. Si crees que tienes la posición correcta, presiona el botón. Si aciertas, suena dinero cayendo; si fallas, suena una alarma.",11,15,3,"Audio Player, Inclination, Touch Button"
El Violín Fantasma,Crea un instrumento invisible que suena como un violín encantado. Los estudiantes deben mapear la inclinación de su mano para hacer notas más agudas o graves. El botón actúa como el arco: solo suena si se mantiene presionado el botón táctil.,12,16,3,"Audio Player, Inclination, Touch Button"
Entrenador de Robots Atletas,"Diseña un sistema para entrenar robots para las Olimpiadas. El dispositivo detecta cuando el estudiante hace una sentadilla completa (cambio de inclinación vertical) y el audio cuenta '¡Uno!', '¡Dos!'. El botón sirve para iniciar la sesión de entrenamiento con un silbato.",10,14,2,"Audio Player, Inclination, Touch Button"
